time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-02-02,21.6,11.6,31.8,0.0,,293.0,3.7,,1012.0,
2022-02-03,20.2,12.2,29.9,0.0,,266.0,8.4,,1011.2,
2022-02-04,19.0,13.2,27.4,0.0,,284.0,5.2,,1011.3,
2022-02-05,19.8,11.4,29.0,0.0,,343.0,3.4,,1011.8,
2022-02-06,20.8,12.3,30.2,0.0,,340.0,4.9,,1013.8,
2022-02-07,21.4,14.0,31.6,0.0,,283.0,4.2,,1014.3,
2022-02-08,20.9,14.1,31.6,0.0,,274.0,5.4,,1013.2,
2022-02-09,19.6,13.1,28.8,0.0,,288.0,5.4,,1013.0,
2022-02-10,20.6,13.4,28.8,0.0,,53.0,5.1,,1013.5,
2022-02-11,20.9,13.4,28.9,0.0,,61.0,6.4,,1013.7,
2022-02-12,21.3,13.2,29.5,0.0,,31.0,4.9,,1013.0,
2022-02-13,22.1,14.2,30.8,0.0,,45.0,4.2,,1011.2,
2022-02-14,21.8,14.6,30.6,0.0,,286.0,5.5,,1011.0,
2022-02-15,21.3,12.8,30.4,0.0,,303.0,5.2,,1011.2,
2022-02-16,20.9,13.5,30.0,0.0,,279.0,5.0,,1009.5,
2022-02-17,21.6,13.7,30.6,0.0,,249.0,5.4,,1008.2,
2022-02-18,22.4,14.6,32.0,0.0,,253.0,4.1,,1009.5,
2022-02-19,23.7,15.6,32.1,0.0,,286.0,4.5,,1011.7,
2022-02-20,23.5,13.8,33.4,0.0,,289.0,5.4,,1011.3,
2022-02-21,23.0,12.2,33.4,0.0,,323.0,3.7,,1010.6,
2022-02-22,24.4,13.6,34.0,0.0,,16.0,3.3,,1011.5,
2022-02-23,24.8,15.8,34.4,0.0,,298.0,3.8,,1013.3,
2022-02-24,25.3,17.4,34.0,0.0,,316.0,4.8,,1014.3,
2022-02-25,24.9,16.8,33.4,0.0,,351.0,4.2,,1013.8,
2022-02-26,25.0,15.4,33.2,0.0,,347.0,4.8,,1013.3,
2022-02-27,24.8,17.6,33.8,0.0,,338.0,4.6,,1013.9,
2022-02-28,24.6,15.0,32.8,0.0,,334.0,6.1,,1013.5,
2022-03-01,24.9,15.6,33.6,0.0,,354.0,4.2,,1013.4,
2022-03-02,25.1,16.0,34.0,0.0,,48.0,4.7,,1012.9,
2022-03-03,25.7,18.6,34.8,0.0,,357.0,4.9,,1012.3,
2022-03-04,25.8,17.6,34.2,0.0,,350.0,5.1,,1012.7,
2022-03-05,25.7,16.8,34.2,0.0,,8.0,4.4,,1012.0,
2022-03-06,25.9,17.0,33.4,0.0,,355.0,4.3,,1011.0,
2022-03-07,26.3,17.6,33.0,0.0,,204.0,4.3,,1011.0,
2022-03-08,26.7,19.8,33.5,0.0,,17.0,5.2,,1011.3,
2022-03-09,25.7,19.7,33.1,0.0,,42.0,5.4,,1011.8,
2022-03-10,25.1,18.6,32.4,0.0,,73.0,4.1,,1011.6,
2022-03-11,25.4,18.4,33.2,1.1,,59.0,3.9,,1011.5,
2022-03-12,25.7,18.2,32.8,0.0,,35.0,3.1,,1011.3,
2022-03-13,26.3,17.2,34.4,0.0,,42.0,5.0,,1011.2,
2022-03-14,26.6,16.0,35.0,0.0,,25.0,5.5,,1011.6,
2022-03-15,27.4,15.8,36.0,0.0,,31.0,5.3,,1010.0,
2022-03-16,28.1,17.0,37.0,0.0,,3.0,4.6,,1008.9,
2022-03-17,28.9,18.0,37.6,0.0,,33.0,5.1,,1007.8,
2022-03-18,29.1,18.2,38.4,0.0,,320.0,4.9,,1006.8,
2022-03-19,28.5,20.0,38.0,0.0,,302.0,6.2,,1006.4,
2022-03-20,27.6,20.9,36.4,0.0,,285.0,6.6,,1007.1,
2022-03-21,27.3,20.2,35.8,0.0,,315.0,5.5,,1008.2,
2022-03-22,29.0,20.8,37.3,0.0,,5.0,5.4,,1007.9,
2022-03-23,29.0,19.2,36.9,0.0,,29.0,5.7,,1007.4,
2022-03-24,28.6,23.8,37.0,0.0,,304.0,6.1,,1007.5,
2022-03-25,27.3,20.9,36.0,0.0,,273.0,5.8,,1009.1,
2022-03-26,28.8,23.2,37.3,0.0,,277.0,5.7,,1010.7,
2022-03-27,29.1,20.3,37.9,0.0,,336.0,5.1,,1010.7,
2022-03-28,29.7,21.0,38.8,0.0,,325.0,5.5,,1010.1,
2022-03-29,30.2,20.8,39.2,0.0,,319.0,6.4,,1008.8,
2022-03-30,29.7,19.0,38.6,0.0,,291.0,6.7,,1008.7,
2022-03-31,28.4,17.2,38.2,0.0,,291.0,7.7,,1009.4,
2022-04-01,28.2,15.6,39.0,0.0,,290.0,5.0,,1009.2,
2022-04-02,28.5,16.8,39.4,0.0,,311.0,6.1,,1009.8,
2022-04-03,29.0,19.9,38.6,0.0,,326.0,6.1,,1009.3,
2022-04-04,29.1,21.0,39.1,0.0,,306.0,5.7,,1009.6,
2022-04-05,30.4,21.3,39.3,0.0,,289.0,6.8,,1011.2,
2022-04-06,29.9,22.6,40.0,0.0,,296.0,6.7,,1011.6,
2022-04-07,29.9,20.9,39.7,0.0,,266.0,6.1,,1010.3,
2022-04-08,30.0,21.2,39.0,0.0,,262.0,6.1,,1008.8,
2022-04-09,29.5,21.6,39.1,0.0,,280.0,8.0,,1008.5,
2022-04-10,29.3,21.4,38.0,0.0,,279.0,8.5,,1008.4,
2022-04-11,29.6,21.2,38.5,0.0,,275.0,6.1,,1007.6,
2022-04-12,30.1,21.7,38.2,0.0,,283.0,4.7,,1006.6,
2022-04-13,30.7,22.2,38.5,0.0,,300.0,4.5,,1006.0,
2022-04-14,30.1,22.0,38.6,0.0,,283.0,7.7,,1006.5,
2022-04-15,28.8,21.0,37.2,0.0,,272.0,8.3,,1007.4,
2022-04-16,30.2,20.2,39.4,0.0,,291.0,6.6,,1006.5,
2022-04-17,29.9,21.9,39.2,0.0,,270.0,7.2,,1007.2,
2022-04-18,29.8,22.5,38.8,0.0,,278.0,8.1,,1009.4,
2022-04-19,30.1,21.6,37.7,0.0,,300.0,7.1,,1010.5,
2022-04-20,31.4,24.2,39.6,0.0,,296.0,5.9,,1008.5,
2022-04-21,28.7,23.8,37.6,0.0,,329.0,4.8,,1007.3,
2022-04-22,30.9,21.7,39.4,0.0,,69.0,5.2,,1008.1,
2022-04-23,30.7,21.6,38.8,0.0,,278.0,4.8,,1008.9,
2022-04-24,29.6,23.5,37.1,0.0,,295.0,6.1,,1008.7,
2022-04-25,31.1,21.7,39.1,0.0,,279.0,5.0,,1007.4,
2022-04-26,31.6,23.3,40.1,0.0,,309.0,4.7,,1007.6,
2022-04-27,31.8,21.1,41.3,0.0,,12.0,4.4,,1006.6,
2022-04-28,32.3,21.3,41.8,0.0,,284.0,5.5,,1007.3,
2022-04-29,31.8,25.4,40.7,0.0,,284.0,8.2,,1008.7,
2022-04-30,30.7,21.6,38.6,0.0,,285.0,8.1,,1007.3,
2022-05-01,30.3,21.6,38.4,0.0,,284.0,9.7,,1006.3,
2022-05-02,29.7,22.6,37.9,0.0,,271.0,10.1,,1006.7,
2022-05-03,29.3,20.7,37.8,0.0,,279.0,9.0,,1007.5,
2022-05-04,30.2,22.0,38.4,0.0,,293.0,6.6,,1008.2,
2022-05-05,30.4,22.1,39.6,0.0,,294.0,7.1,,1007.7,
2022-05-06,30.3,19.9,39.3,0.0,,287.0,7.0,,1007.3,
2022-05-07,30.6,20.4,39.6,0.0,,288.0,8.3,,1006.7,
2022-05-08,31.4,21.4,40.7,0.0,,293.0,7.7,,1004.9,
2022-05-09,30.9,26.1,38.6,0.0,,272.0,10.9,,1003.9,
2022-05-10,29.9,25.7,37.7,0.2,,278.0,12.6,,1003.9,
2022-05-11,28.4,23.1,35.4,0.2,,268.0,11.3,,1003.7,
2022-05-12,28.2,25.6,33.7,0.0,,266.0,13.0,,1005.1,
2022-05-13,29.3,23.7,36.7,0.0,,266.0,12.3,,1004.8,
2022-05-14,29.3,24.1,37.1,0.0,,269.0,11.8,,1005.1,
2022-05-15,29.8,23.2,37.6,0.0,,274.0,11.2,,1006.1,
2022-05-16,31.4,24.2,40.8,0.0,,289.0,8.8,,1005.3,
2022-05-17,30.0,24.3,38.1,0.0,,278.0,9.4,,1004.7,
2022-05-18,29.8,22.9,38.1,0.0,,276.0,8.7,,1004.7,
2022-05-19,29.3,24.6,38.0,0.1,,281.0,8.2,,1005.5,
2022-05-20,27.3,24.3,32.6,0.8,,266.0,12.9,,1006.5,
2022-05-21,28.4,24.3,34.6,0.0,,262.0,16.0,,1006.4,
2022-05-22,28.7,24.2,34.6,0.0,,261.0,17.2,,1004.6,
2022-05-23,28.7,24.9,34.7,0.0,,266.0,18.6,,1004.0,
2022-05-24,29.0,24.9,35.2,0.0,,266.0,13.8,,1006.7,
2022-05-25,29.0,22.5,36.2,0.0,,273.0,10.6,,1008.6,
2022-05-26,29.5,23.1,36.1,,,,,,,
2022-05-27,28.5,22.9,35.1,,,,,,,
2022-05-28,28.1,23.0,34.4,0.0,,268.0,12.2,,1007.5,
2022-05-29,28.3,23.2,34.9,0.0,,268.0,13.7,,1007.5,
2022-05-30,28.5,23.0,35.6,0.0,,272.0,11.4,,1007.0,
2022-05-31,29.3,23.4,37.2,0.5,,277.0,12.2,,1006.0,
2022-06-01,28.4,24.8,34.6,0.0,,281.0,9.7,,1006.4,
2022-06-02,29.2,24.3,35.7,1.8,,275.0,11.4,,1006.5,
2022-06-03,29.3,23.6,36.9,0.5,,275.0,10.8,,1006.2,
2022-06-04,29.8,23.8,36.7,0.3,,277.0,9.1,,1005.9,
2022-06-05,30.3,23.2,38.4,0.4,,274.0,9.6,,1005.7,
2022-06-06,28.9,24.8,35.1,12.3,,261.0,8.0,,1006.8,
2022-06-07,28.8,24.8,34.4,0.0,,271.0,9.6,,1006.7,
2022-06-08,29.1,24.8,35.6,2.1,,268.0,10.2,,1006.6,
2022-06-09,27.3,23.1,35.3,0.0,,273.0,6.7,,1005.6,
2022-06-10,27.3,22.8,36.0,0.3,,255.0,5.6,,1005.6,
2022-06-11,26.3,23.8,31.5,25.9,,248.0,9.8,,1006.4,
2022-06-12,27.6,23.6,32.9,2.0,,231.0,10.1,,1006.4,
2022-06-13,28.4,23.7,34.5,0.0,,238.0,9.9,,1007.5,
2022-06-14,27.9,23.5,34.3,0.6,,250.0,9.6,,1007.6,
2022-06-15,28.5,23.0,34.5,1.0,,257.0,11.3,,1006.7,
2022-06-16,28.1,23.5,34.4,1.5,,256.0,10.3,,1006.5,
2022-06-17,27.8,23.7,33.0,0.0,,252.0,9.9,,1006.0,
2022-06-18,27.8,23.9,34.2,0.0,,250.0,10.1,,1006.1,
2022-06-19,27.2,23.4,32.3,0.0,,249.0,11.4,,1006.8,
2022-06-20,25.1,23.7,28.1,8.0,,250.0,11.6,,1005.8,
2022-06-21,25.7,22.6,29.3,0.7,,244.0,10.9,,1004.1,
2022-06-22,26.3,22.9,31.8,5.7,,248.0,6.0,,1004.9,
2022-06-23,25.6,22.7,30.6,2.0,,288.0,3.5,,1006.0,
2022-06-24,26.1,22.6,30.9,2.0,,227.0,5.9,,1004.6,
2022-06-25,26.8,23.6,31.8,0.5,,219.0,7.9,,1002.3,
2022-06-26,26.7,24.3,31.4,0.0,,216.0,8.3,,1002.4,
2022-06-27,24.9,22.1,29.1,0.0,,243.0,10.6,,1004.7,
2022-06-28,25.0,22.5,29.5,1.0,,253.0,10.1,,1005.8,
2022-06-29,27.0,23.2,32.7,0.3,,250.0,10.4,,1004.5,
2022-06-30,25.8,22.0,31.4,0.0,,253.0,11.9,,1004.2,
2022-07-01,24.9,21.8,27.7,7.9,,257.0,11.6,,1005.0,
2022-07-02,24.7,22.8,29.1,5.1,,251.0,12.5,,1003.8,
2022-07-03,25.3,22.7,30.4,3.0,,252.0,11.5,,1003.6,
2022-07-04,24.2,21.9,30.0,3.0,,248.0,11.6,,1003.5,
2022-07-05,24.3,21.9,28.1,7.9,,260.0,12.5,,1001.9,
2022-07-06,23.8,22.1,25.8,20.1,,255.0,11.4,,1003.4,
2022-07-07,23.6,22.1,25.6,16.0,,257.0,12.6,,1006.3,
2022-07-08,24.0,22.3,27.2,14.0,,263.0,12.7,,1005.6,
2022-07-09,23.4,22.2,26.3,10.9,,263.0,12.7,,1004.2,
2022-07-10,23.6,22.2,25.9,20.1,,262.0,13.3,,1005.1,
2022-07-11,23.0,21.8,25.9,0.0,,263.0,14.0,,1006.4,
2022-07-12,22.8,21.2,24.2,46.0,,263.0,15.0,,1005.9,
2022-07-13,22.4,20.2,23.1,49.0,,268.0,16.1,,1003.0,
2022-07-14,23.4,21.3,25.8,54.1,,260.0,15.7,,1000.2,
2022-07-15,23.7,21.4,25.6,15.0,,254.0,14.6,,1001.1,
2022-07-16,24.6,21.8,27.5,0.0,,246.0,13.4,,1002.3,
2022-07-17,24.1,22.2,27.6,7.8,,265.0,11.8,,1005.1,
2022-07-18,23.6,22.4,24.9,2.0,,260.0,11.9,,1005.9,
2022-07-19,24.3,21.9,28.6,0.0,,262.0,11.7,,1006.6,
2022-07-20,24.4,21.5,28.1,0.3,,265.0,11.0,,1007.6,
2022-07-21,24.4,21.7,28.6,0.0,,270.0,10.5,,1007.9,
2022-07-22,25.0,21.9,28.8,0.0,,269.0,10.6,,1008.3,
2022-07-23,23.7,21.5,27.1,0.0,,259.0,12.5,,1006.7,
2022-07-24,23.8,21.3,25.9,5.1,,259.0,10.8,,1006.1,
2022-07-25,24.6,21.9,28.6,1.0,,259.0,9.3,,1007.6,
2022-07-26,24.1,21.9,26.8,4.1,,261.0,7.6,,1009.1,
2022-07-27,24.3,21.6,31.3,1.0,,288.0,4.7,,1009.1,
2022-07-28,26.8,21.4,32.4,50.0,,311.0,3.0,,1009.5,
2022-07-29,25.7,23.4,31.5,3.0,,326.0,3.4,,1009.2,
2022-07-30,26.2,23.1,31.2,0.0,,291.0,5.0,,1008.3,
2022-07-31,24.6,20.7,31.6,0.6,,275.0,7.3,,1006.8,
2022-08-01,25.8,21.9,31.2,1.1,,272.0,8.7,,1006.8,
2022-08-02,25.8,21.9,30.7,0.8,,286.0,7.8,,1005.8,
2022-08-03,26.4,22.0,32.1,2.6,,285.0,5.6,,1005.0,
2022-08-04,26.2,21.5,32.3,4.1,,302.0,3.5,,1004.0,
2022-08-05,24.3,22.6,31.1,7.9,,267.0,4.8,,1002.7,
2022-08-06,24.8,21.2,29.6,16.0,,256.0,7.7,,1001.7,
2022-08-07,24.0,22.2,30.9,1.0,,261.0,8.7,,1001.2,
2022-08-08,23.7,21.6,26.6,37.1,,269.0,9.6,,1000.2,
2022-08-09,23.1,21.7,25.2,14.0,,258.0,14.6,,999.4,
2022-08-10,23.8,21.4,26.7,23.1,,252.0,18.1,,999.1,
2022-08-11,23.9,22.0,27.6,16.0,,249.0,18.7,,1000.3,
2022-08-12,23.9,22.4,26.8,4.1,,248.0,17.8,,1003.5,
2022-08-13,24.1,21.7,27.7,6.1,,257.0,14.7,,1005.5,
2022-08-14,23.9,21.9,27.5,2.0,,262.0,14.0,,1007.0,
2022-08-15,23.3,21.9,26.8,2.0,,259.0,13.2,,1007.2,
2022-08-16,23.5,20.7,25.8,0.0,,246.0,15.2,,1006.7,
2022-08-17,24.1,21.8,28.2,1.0,,245.0,12.9,,1007.9,
2022-08-18,24.0,21.7,28.8,1.0,,260.0,12.9,,1008.1,
2022-08-19,24.0,21.5,27.6,3.0,,262.0,12.2,,1008.5,
2022-08-20,23.8,21.7,27.8,0.5,,269.0,12.1,,1008.0,
2022-08-21,24.4,21.6,28.4,0.5,,269.0,13.5,,1007.0,
2022-08-22,24.0,21.7,28.1,0.5,,263.0,14.8,,1005.6,
2022-08-23,24.3,22.4,28.3,2.0,,265.0,13.2,,1006.0,
2022-08-24,24.0,22.0,27.5,1.0,,272.0,10.6,,1008.6,
2022-08-25,24.8,21.7,29.2,2.0,,258.0,9.0,,1008.6,
2022-08-26,24.8,21.0,30.8,0.0,,265.0,7.9,,1008.3,
2022-08-27,24.5,19.8,29.6,0.5,,285.0,7.0,,1008.5,
2022-08-28,24.9,19.5,30.5,0.3,,291.0,6.5,,1008.4,
2022-08-29,25.3,20.6,30.3,0.0,,296.0,5.0,,1009.3,
2022-08-30,26.5,21.7,32.6,7.4,,316.0,3.2,,1009.3,
2022-08-31,24.9,21.4,34.6,10.9,,17.0,3.4,,1008.2,
2022-09-01,26.0,20.8,32.6,13.0,,11.0,2.9,,1007.7,
2022-09-02,26.8,22.4,33.1,0.3,,72.0,4.1,,1008.3,
2022-09-03,26.9,22.4,34.4,0.0,,258.0,3.6,,1008.4,
2022-09-04,26.3,23.2,31.8,8.9,,274.0,5.8,,1008.6,
2022-09-05,26.2,22.6,31.6,0.0,,289.0,5.2,,1008.6,
2022-09-06,25.7,22.0,32.4,0.0,,309.0,4.1,,1008.2,
2022-09-07,24.1,22.4,29.6,18.0,,328.0,3.5,,1007.9,
2022-09-08,25.4,21.6,30.0,48.0,,356.0,2.6,,1006.8,
2022-09-09,26.6,22.6,31.9,1.0,,63.0,3.5,,1005.5,
2022-09-10,26.8,23.4,31.2,0.0,,17.0,2.8,,1005.5,
2022-09-11,25.4,23.0,32.9,0.0,,4.0,3.6,,1003.3,
2022-09-12,25.4,21.9,30.5,39.1,,279.0,5.6,,1002.2,
2022-09-13,23.6,22.2,26.2,7.1,,257.0,11.5,,1004.4,
2022-09-14,23.6,21.8,27.4,8.9,,243.0,14.4,,1007.5,
2022-09-15,24.6,21.7,29.6,4.1,,248.0,14.1,,1008.5,
2022-09-16,22.7,21.9,24.1,15.0,,261.0,12.1,,1007.5,
2022-09-17,23.8,20.7,29.7,0.0,,255.0,8.6,,1008.1,
2022-09-18,23.3,21.1,27.8,1.0,,258.0,9.6,,1009.6,
2022-09-19,23.2,20.3,26.6,0.8,,274.0,9.5,,1010.1,
2022-09-20,22.3,20.5,24.8,5.1,,276.0,8.2,,1009.8,
2022-09-21,23.1,19.7,26.7,0.0,,274.0,8.3,,1009.7,
2022-09-22,23.7,20.8,28.7,0.0,,263.0,9.3,,1010.0,
2022-09-23,22.4,19.6,27.0,0.7,,253.0,9.1,,1010.3,
2022-09-24,22.8,20.5,28.7,1.8,,259.0,8.4,,1009.6,
2022-09-25,23.3,20.7,28.0,1.6,,278.0,5.9,,1009.3,
2022-09-26,22.9,20.2,27.5,2.7,,283.0,5.1,,1011.0,
2022-09-27,24.5,21.8,30.4,0.3,,286.0,4.4,,1009.7,
2022-09-28,24.6,21.6,28.8,0.3,,284.0,5.1,,1008.7,
2022-09-29,24.6,19.7,31.3,0.5,,311.0,4.0,,1008.5,
2022-09-30,24.3,21.3,33.1,26.9,,312.0,3.8,,1009.2,
2022-10-01,25.3,20.8,31.1,45.0,,296.0,5.0,,1009.5,
2022-10-02,25.2,21.3,31.3,0.0,,301.0,5.4,,1009.8,
2022-10-03,23.7,19.9,30.2,0.2,,304.0,5.4,,1010.1,
2022-10-04,23.3,20.0,31.0,0.5,,328.0,4.5,,1010.1,
2022-10-05,23.7,19.4,29.5,0.7,,302.0,4.7,,1009.1,
2022-10-06,23.6,20.4,28.0,7.2,,297.0,7.4,,1007.4,
2022-10-07,24.3,21.3,27.4,3.0,,263.0,8.6,,1006.5,
2022-10-08,23.7,21.0,26.4,0.3,,250.0,9.3,,1008.9,
2022-10-09,24.9,18.8,30.2,0.0,,261.0,4.4,,1010.0,
2022-10-10,23.2,19.6,28.2,5.5,,38.0,3.0,,1011.2,
2022-10-11,23.6,20.6,29.6,7.8,,50.0,2.8,,1010.2,
2022-10-12,22.9,20.5,26.6,25.9,,22.0,2.9,,1010.9,
2022-10-13,23.9,20.8,27.4,0.0,,53.0,4.5,,1011.3,
2022-10-14,24.1,20.7,29.6,0.8,,70.0,5.8,,1011.1,
2022-10-15,24.2,20.0,28.6,78.0,,63.0,6.0,,1010.1,
2022-10-16,24.0,19.1,27.4,0.0,,76.0,6.9,,1011.7,
2022-10-17,23.6,20.7,29.0,9.5,,87.0,7.9,,1012.6,
2022-10-18,23.7,19.7,29.4,104.9,,44.0,2.4,,1012.6,
2022-10-19,25.6,21.0,30.2,7.1,,359.0,3.3,,1011.7,
2022-10-20,24.6,21.8,30.6,14.0,,70.0,3.1,,1012.4,
2022-10-21,25.3,21.9,28.4,18.0,,63.0,5.4,,1014.2,
2022-10-22,23.3,19.0,27.8,0.3,,70.0,6.8,,1015.4,
2022-10-23,21.9,15.8,29.0,0.0,,63.0,5.0,,1015.2,
2022-10-24,21.3,14.7,29.6,0.0,,7.0,3.6,,1012.7,
2022-10-25,21.4,14.6,30.6,0.0,,288.0,3.2,,1012.7,
2022-10-26,21.4,15.4,29.4,0.0,,29.0,4.2,,1014.4,
2022-10-27,21.2,15.0,29.0,0.0,,65.0,4.5,,1014.4,
2022-10-28,20.6,14.7,29.0,0.0,,74.0,6.6,,1013.7,
2022-10-29,20.6,14.4,29.0,0.0,,73.0,7.0,,1013.6,
2022-10-30,20.7,13.4,29.8,0.0,,80.0,6.4,,1014.0,
2022-10-31,20.9,14.4,29.0,0.0,,52.0,4.5,,1013.4,
2022-11-01,20.2,14.0,28.6,0.0,,70.0,6.1,,1014.2,
2022-11-02,21.4,15.2,30.0,0.0,,64.0,6.1,,1013.7,
2022-11-03,21.6,14.0,31.0,0.0,,62.0,5.8,,1013.4,
2022-11-04,21.4,13.6,30.6,0.0,,68.0,6.2,,1014.3,
2022-11-05,21.5,14.0,31.0,0.0,,64.0,5.8,,1015.6,
2022-11-06,21.8,13.6,30.8,0.0,,65.0,4.6,,1015.8,
2022-11-07,22.0,13.8,31.2,0.0,,55.0,3.6,,1015.2,
2022-11-08,22.3,14.4,31.0,0.0,,27.0,3.7,,1014.7,
2022-11-09,22.3,16.6,30.6,0.0,,65.0,4.6,,1014.5,
2022-11-10,21.3,13.8,30.0,0.0,,70.0,6.8,,1015.1,
2022-11-11,21.3,13.4,30.0,0.0,,70.0,8.3,,1015.1,
2022-11-12,21.4,14.4,30.2,0.0,,68.0,7.2,,1015.0,
2022-11-13,21.5,14.6,29.6,0.0,,68.0,5.8,,1014.1,
2022-11-14,22.6,14.8,31.0,0.0,,45.0,4.3,,1014.2,
2022-11-15,23.0,16.6,30.6,0.0,,40.0,3.5,,1014.3,
2022-11-16,21.8,15.4,30.4,0.0,,48.0,3.5,,1013.8,
2022-11-17,21.0,13.8,29.8,0.0,,56.0,4.9,,1013.9,
2022-11-18,20.0,12.4,28.4,0.0,,64.0,5.5,,1014.3,
2022-11-19,19.4,12.8,27.4,0.0,,64.0,5.4,,1014.3,
2022-11-20,18.8,10.6,27.0,0.0,,73.0,5.6,,1013.1,
2022-11-21,18.6,10.4,27.6,0.0,,60.0,4.7,,1012.9,
2022-11-22,21.1,12.2,30.0,0.0,,39.0,4.0,,1012.7,
2022-11-23,22.4,15.0,30.6,0.0,,37.0,4.5,,1012.9,
2022-11-24,22.6,15.6,30.6,0.0,,50.0,4.9,,1012.6,
2022-11-25,23.6,16.6,30.8,0.1,,35.0,3.7,,1013.0,
2022-11-26,24.3,19.6,31.4,0.0,,337.0,2.8,,1012.0,
2022-11-27,23.7,19.0,30.8,0.0,,315.0,3.2,,1010.1,
2022-11-28,23.1,18.0,31.8,0.0,,326.0,3.5,,1010.6,
2022-11-29,22.8,15.6,31.0,0.0,,47.0,3.9,,1011.8,
2022-11-30,22.0,15.2,30.0,0.0,,66.0,4.3,,1013.1,
2022-12-01,20.8,13.2,28.6,0.0,,82.0,4.8,,1013.2,
2022-12-02,21.2,12.0,30.2,0.0,,13.0,2.7,,1012.4,
2022-12-03,22.9,15.4,30.6,0.4,,13.0,2.5,,1012.2,
2022-12-04,23.8,19.1,30.6,0.3,,65.0,2.5,,1012.9,
2022-12-05,24.2,18.7,31.2,0.1,,48.0,3.9,,1013.6,
2022-12-06,23.1,17.2,30.2,0.0,,64.0,4.5,,1013.5,
2022-12-07,22.3,15.0,30.0,0.0,,36.0,4.1,,1013.0,
2022-12-08,21.0,15.2,28.0,0.0,,54.0,5.3,,1013.1,
2022-12-09,18.9,11.0,28.2,0.0,,66.0,6.6,,1011.8,
2022-12-10,19.6,9.8,29.0,0.0,,47.0,4.0,,1011.4,
2022-12-11,22.0,12.8,30.0,0.9,,70.0,5.8,,1011.4,
2022-12-12,23.7,20.8,27.0,0.0,,69.0,6.4,,1011.1,
2022-12-13,23.1,19.2,27.6,0.0,,87.0,9.0,,1011.9,
2022-12-14,23.8,19.2,29.8,0.0,,94.0,7.3,,1012.6,
2022-12-15,23.1,18.1,30.6,1.0,,84.0,5.2,,1012.5,
2022-12-16,23.8,18.5,31.0,0.0,,51.0,3.3,,1012.0,
2022-12-17,23.8,18.2,30.8,0.0,,53.0,4.1,,1012.9,
2022-12-18,23.3,17.9,30.0,0.0,,61.0,5.5,,1012.8,
2022-12-19,22.0,15.4,30.6,0.0,,69.0,5.4,,1012.0,
2022-12-20,21.3,12.8,30.6,0.0,,65.0,5.0,,1011.5,
2022-12-21,21.6,13.0,31.0,0.0,,14.0,3.2,,1012.1,
2022-12-22,21.9,14.0,30.8,0.0,,15.0,3.4,,1011.8,
2022-12-23,22.0,13.6,31.6,0.0,,291.0,4.0,,1011.6,
2022-12-24,21.3,14.0,31.6,0.0,,292.0,3.4,,1012.2,
2022-12-25,20.7,12.8,30.8,0.0,,280.0,3.8,,1012.7,
2022-12-26,21.5,12.8,31.2,0.0,,198.0,4.2,,1013.9,
2022-12-27,22.7,15.8,30.6,0.0,,348.0,2.9,,1014.9,
2022-12-28,22.9,16.0,31.4,0.0,,32.0,3.3,,1015.9,
2022-12-29,22.4,14.4,31.0,0.0,,15.0,3.2,,1017.2,
2022-12-30,22.3,14.6,31.0,0.0,,6.0,3.3,,1018.2,
2022-12-31,22.0,14.2,31.2,0.0,,307.0,3.9,,1017.2,
2023-01-01,21.1,13.8,31.4,0.0,,293.0,3.2,,1016.5,
2023-01-02,21.4,12.0,30.4,0.0,,21.0,3.5,,1016.7,
2023-01-03,21.7,13.0,29.6,0.0,,329.0,3.2,,1016.2,
2023-01-04,21.4,15.2,28.7,0.0,,30.0,3.5,,1015.1,
2023-01-05,21.5,16.4,28.5,0.0,,55.0,4.3,,1016.1,
2023-01-06,21.8,16.4,28.0,0.0,,73.0,6.9,,1017.6,
2023-01-07,21.6,16.9,27.1,0.0,,68.0,6.3,,1017.6,
2023-01-08,20.2,14.6,27.2,0.0,,57.0,5.0,,1016.6,
2023-01-09,19.0,10.2,27.6,0.0,,58.0,4.7,,1017.9,
2023-01-10,18.8,8.6,28.4,0.0,,60.0,5.6,,1017.3,
2023-01-11,20.0,9.4,30.8,0.0,,325.0,5.6,,1015.0,
2023-01-12,19.9,9.4,30.2,0.0,,306.0,5.1,,1013.5,
2023-01-13,19.0,10.6,30.0,0.0,,288.0,6.4,,1014.2,
2023-01-14,18.9,10.8,28.9,0.0,,307.0,5.4,,1014.0,
2023-01-15,20.1,11.6,29.8,0.0,,4.0,6.9,,1012.6,
2023-01-16,20.1,12.0,31.6,0.0,,271.0,6.3,,1012.7,
2023-01-17,20.4,12.4,32.0,0.0,,282.0,4.8,,1013.3,
2023-01-18,21.0,11.4,30.4,0.0,,27.0,4.9,,1014.5,
2023-01-19,21.5,11.6,31.0,0.0,,286.0,5.7,,1014.6,
2023-01-20,21.4,13.0,30.6,0.0,,270.0,5.8,,1014.2,
2023-01-21,21.1,13.8,29.2,0.0,,298.0,4.9,,1014.1,
2023-01-22,20.7,12.6,30.0,0.0,,273.0,5.7,,1013.3,
2023-01-23,20.5,12.8,30.4,0.0,,275.0,6.7,,1012.6,
2023-01-24,20.7,13.8,30.4,0.0,,274.0,7.6,,1012.5,
2023-01-25,20.9,14.3,30.0,0.2,,317.0,5.6,,1012.5,
